time(sec),hr(heart rate),ppg
37.9333,60,-0.40678
37.9667,60,-0.20796
38,60,-4.9673e-05
38.0333,60,0.20786
38.0667,60,0.40669
38.1,60,0.58774
38.1333,60,0.74311
38.1667,60,0.866
38.2,60,0.95104
38.2333,60,0.99452
38.2667,60,0.99453
38.3,60,0.95107
38.3333,60,0.86605
38.3667,60,0.74318
38.4,60,0.58783
38.4333,60,0.40678
38.4667,60,0.20796
38.5,60,5.0326e-05
38.5333,60,-0.20786
38.5667,60,-0.40669
38.6,60,-0.58774
38.6333,60,-0.74311
38.6667,60,-0.866
38.7,60,-0.95104
38.7333,60,-0.99452
38.7667,60,-0.99453
38.8,60,-0.95107
38.8333,60,-0.86605
38.8667,60,-0.74318
38.9,60,-0.58783
38.9333,60,-0.40678
38.9667,60,-0.20796
39,60,-5.098e-05
39.0333,60,0.20786
39.0667,60,0.40669
39.1,60,0.58774
39.1333,60,0.74311
39.1667,60,0.866
39.2,60,0.95104
39.2333,60,0.99452
39.2667,60,0.99453
39.3,60,0.95107
39.3333,60,0.86605
39.3667,60,0.74318
39.4,60,0.58783
39.4333,60,0.40678
39.4667,60,0.20796
39.5,60,5.1634e-05
39.5333,60,-0.20786
39.5667,60,-0.40669
39.6,60,-0.58774
39.6333,60,-0.74311
39.6667,60,-0.866
39.7,60,-0.95104
39.7333,60,-0.99452
39.7667,60,-0.99453
39.8,60,-0.95107
39.8333,60,-0.86605
39.8667,60,-0.74318
39.9,60,-0.58783
39.9333,60,-0.40678
39.9667,60,-0.20796
40,60,-5.2287e-05
40.0333,60,0.20786
40.0667,60,0.40669
40.1,60,0.58774
40.1333,60,0.74311
40.1667,60,0.866
40.2,60,0.95104
40.2333,60,0.99452
40.2667,60,0.99453
40.3,60,0.95107
40.3333,60,0.86605
40.3667,60,0.74318
40.4,60,0.58783
40.4333,60,0.40678
40.4667,60,0.20796
40.5,60,5.2941e-05
40.5333,60,-0.20786
40.5667,60,-0.40669
40.6,60,-0.58774
40.6333,60,-0.74311
40.6667,60,-0.866
40.7,60,-0.95104
40.7333,60,-0.99452
40.7667,60,-0.99453
40.8,60,-0.95107
40.8333,60,-0.86605
40.8667,60,-0.74318
40.9,60,-0.58783
40.9333,60,-0.40679
40.9667,60,-0.20796
41,60,-5.3594e-05
41.0333,60,0.20786
41.0667,60,0.40669
41.1,60,0.58774
41.1333,60,0.74311
41.1667,60,0.866
41.2,60,0.95104
41.2333,60,0.99452
41.2667,60,0.99453
41.3,60,0.95107
41.3333,60,0.86605
41.3667,60,0.74318
41.4,60,0.58783
41.4333,60,0.40679
41.4667,60,0.20796
41.5,60,5.4248e-05
41.5333,60,-0.20786
41.5667,60,-0.40669
41.6,60,-0.58774
41.6333,60,-0.74311
41.6667,60,-0.866
41.7,60,-0.95104
41.7333,60,-0.99452
41.7667,60,-0.99453
41.8,60,-0.95107
41.8333,60,-0.86605
41.8667,60,-0.74318
41.9,60,-0.58783
41.9333,60,-0.40679
41.9667,60,-0.20797
42,60,-5.4902e-05
42.0333,60,0.20786
42.0667,60,0.40669
42.1,60,0.58774
42.1333,60,0.74311
42.1667,60,0.866
42.2,60,0.95104
42.2333,60,0.99452
42.2667,60,0.99453
42.3,60,0.95107
42.3333,60,0.86605
42.3667,60,0.74318
42.4,60,0.58783
42.4333,60,0.40679
42.4667,60,0.20797
42.5,60,5.5555e-05
42.5333,60,-0.20786
42.5667,60,-0.40669
42.6,60,-0.58774
42.6333,60,-0.74311
42.6667,60,-0.866
42.7,60,-0.95104
42.7333,60,-0.99452
42.7667,60,-0.99453
42.8,60,-0.95107
42.8333,60,-0.86605
42.8667,60,-0.74318
42.9,60,-0.58783
42.9333,60,-0.40679
42.9667,60,-0.20797
43,60,-5.6209e-05
43.0333,60,0.20786
43.0667,60,0.40669
43.1,60,0.58774
43.1333,60,0.74311
43.1667,60,0.866
43.2,60,0.95104
43.2333,60,0.99452
43.2667,60,0.99453
43.3,60,0.95107
43.3333,60,0.86605
43.3667,60,0.74318
43.4,60,0.58783
43.4333,60,0.40679
43.4667,60,0.20797
43.5,60,5.6862e-05
43.5333,60,-0.20786
43.5667,60,-0.40668
43.6,60,-0.58774
43.6333,60,-0.74311
43.6667,60,-0.866
43.7,60,-0.95104
43.7333,60,-0.99452
43.7667,60,-0.99453
43.8,60,-0.95107
43.8333,60,-0.86605
43.8667,60,-0.74318
43.9,60,-0.58783
43.9333,60,-0.40679
43.9667,60,-0.20797
44,60,-5.7516e-05
44.0333,60,0.20786
44.0667,60,0.40668
44.1,60,0.58774
44.1333,60,0.74311
44.1667,60,0.866
44.2,60,0.95104
44.2333,60,0.99452
44.2667,60,0.99453
44.3,60,0.95107
44.3333,60,0.86605
44.3667,60,0.74318
44.4,60,0.58783
44.4333,60,0.40679
44.4667,60,0.20797
44.5,60,5.8169e-05
44.5333,60,-0.20785
44.5667,60,-0.40668
44.6,60,-0.58774
44.6333,60,-0.74311
44.6667,60,-0.866
44.7,60,-0.95104
44.7333,60,-0.99452
44.7667,60,-0.99453
44.8,60,-0.95107
44.8333,60,-0.86605
44.8667,60,-0.74318
44.9,60,-0.58783
44.9333,60,-0.40679
44.9667,60,-0.20797
45,60,-5.8823e-05
45.0333,60,0.20785
45.0667,60,0.40668
45.1,60,0.58774
45.1333,60,0.74311
45.1667,60,0.866
45.2,60,0.95104
45.2333,60,0.99452
45.2667,60,0.99453
45.3,60,0.95107
45.3333,60,0.86606
45.3667,60,0.74318
45.4,60,0.58783
45.4333,60,0.40679
45.4667,60,0.20797
45.5,60,5.9477e-05
45.5333,60,-0.20785
45.5667,60,-0.40668
45.6,60,-0.58774
45.6333,60,-0.7431
45.6667,60,-0.866
45.7,60,-0.95104
45.7333,60,-0.99452
45.7667,60,-0.99453
45.8,60,-0.95108
45.8333,60,-0.86606
45.8667,60,-0.74318
45.9,60,-0.58783
45.9333,60,-0.40679
45.9667,60,-0.20797
46,60,-6.013e-05
46.0333,60,0.20785
46.0667,60,0.40668
46.1,60,0.58774
46.1333,60,0.7431
46.1667,60,0.866
46.2,60,0.95104
46.2333,60,0.99452
46.2667,60,0.99453
46.3,60,0.95108
46.3333,60,0.86606
46.3667,60,0.74319
46.4,60,0.58783
46.4333,60,0.40679
46.4667,60,0.20797
46.5,60,6.0784e-05
46.5333,60,-0.20785
46.5667,60,-0.40668
46.6,60,-0.58774
46.6333,60,-0.7431
46.6667,60,-0.86599
46.7,60,-0.95104
46.7333,60,-0.99452
46.7667,60,-0.99453
46.8,60,-0.95108
46.8333,60,-0.86606
46.8667,60,-0.74319
46.9,60,-0.58783
46.9333,60,-0.40679
46.9667,60,-0.20797
47,60,-6.1437e-05
47.0333,60,0.20785
47.0667,60,0.40668
47.1,60,0.58774
47.1333,60,0.7431
47.1667,60,0.86599
47.2,60,0.95104
47.2333,60,0.99452
47.2667,60,0.99453
47.3,60,0.95108
47.3333,60,0.86606
47.3667,60,0.74319
47.4,60,0.58784
47.4333,60,0.40679
47.4667,60,0.20797
47.5,60,6.2091e-05
47.5333,60,-0.20785
47.5667,60,-0.40668
47.6,60,-0.58773
47.6333,60,-0.7431
47.6667,60,-0.86599
47.7,60,-0.95104
47.7333,60,-0.99452
47.7667,60,-0.99453
47.8,60,-0.95108
47.8333,60,-0.86606
47.8667,60,-0.74319
47.9,60,-0.58784
47.9333,60,-0.40679
47.9667,60,-0.20797
48,60,-6.2745e-05
48.0333,60,0.20785
48.0667,60,0.40668
48.1,60,0.58773
48.1333,60,0.7431
48.1667,60,0.86599
48.2,60,0.95104
48.2333,60,0.99452
48.2667,60,0.99453
48.3,60,0.95108
48.3333,60,0.86606
48.3667,60,0.74319
48.4,60,0.58784
48.4333,60,0.40679
48.4667,60,0.20797
48.5,60,6.3398e-05
48.5333,60,-0.20785
48.5667,60,-0.40668
48.6,60,-0.58773
48.6333,60,-0.7431
48.6667,60,-0.86599
48.7,60,-0.95104
48.7333,60,-0.99452
48.7667,60,-0.99453
48.8,60,-0.95108
48.8333,60,-0.86606
48.8667,60,-0.74319
48.9,60,-0.58784
48.9333,60,-0.4068
48.9667,60,-0.20797
49,60,-6.4052e-05
49.0333,60,0.20785
49.0667,60,0.40668
49.1,60,0.58773
49.1333,60,0.7431
49.1667,60,0.86599
49.2,60,0.95104
49.2333,60,0.99452
49.2667,60,0.99453
49.3,60,0.95108
49.3333,60,0.86606
49.3667,60,0.74319
49.4,60,0.58784
49.4333,60,0.4068
49.4667,60,0.20797
49.5,60,6.4705e-05
49.5333,60,-0.20785
49.5667,60,-0.40668
49.6,60,-0.58773
49.6333,60,-0.7431
49.6667,60,-0.86599
49.7,60,-0.95104
49.7333,60,-0.99452
49.7667,60,-0.99453
49.8,60,-0.95108
49.8333,60,-0.86606
49.8667,60,-0.74319
49.9,60,-0.58784
49.9333,60,-0.4068
49.9667,60,-0.20798
50,60,-6.5359e-05
50.0333,60,0.20785
50.0667,60,0.40668
50.1,60,0.58773
50.1333,60,0.7431
50.1667,60,0.86599
50.2,60,0.95104
50.2333,60,0.99452
50.2667,60,0.99453
50.3,60,0.95108
50.3333,60,0.86606
50.3667,60,0.74319
50.4,60,0.58784
50.4333,60,0.4068
50.4667,60,0.20798
50.5,60,6.6013e-05
50.5333,60,-0.20785
50.5667,60,-0.40668
50.6,60,-0.58773
50.6333,60,-0.7431
50.6667,60,-0.86599
50.7,60,-0.95104
50.7333,60,-0.99451
50.7667,60,-0.99453
50.8,60,-0.95108
50.8333,60,-0.86606
50.8667,60,-0.74319
50.9,60,-0.58784
50.9333,60,-0.4068
50.9667,60,-0.20798
51,60,-6.6666e-05
51.0333,60,0.20785
51.0667,60,0.40668
51.1,60,0.58773
51.1333,60,0.7431
51.1667,60,0.86599
51.2,60,0.95104
51.2333,60,0.99451
51.2667,60,0.99453
51.3,60,0.95108
51.3333,60,0.86606
51.3667,60,0.74319
51.4,60,0.58784
51.4333,60,0.4068
51.4667,60,0.20798
51.5,60,6.732e-05
51.5333,60,-0.20785
51.5667,60,-0.40668
51.6,60,-0.58773
51.6333,60,-0.7431
51.6667,60,-0.86599
51.7,60,-0.95104
51.7333,60,-0.99451
51.7667,60,-0.99453
51.8,60,-0.95108
51.8333,60,-0.86606
51.8667,60,-0.74319
51.9,60,-0.58784
51.9333,60,-0.4068
51.9667,60,-0.20798
52,60,-6.7973e-05
52.0333,60,0.20785
52.0667,60,0.40667
52.1,60,0.58773
52.1333,60,0.7431
52.1667,60,0.86599
52.2,60,0.95104
52.2333,60,0.99451
52.2667,60,0.99453
52.3,60,0.95108
52.3333,60,0.86606
52.3667,60,0.74319
52.4,60,0.58784
52.4333,60,0.4068
52.4667,60,0.20798
52.5,60,6.8627e-05
52.5333,60,-0.20784
52.5667,60,-0.40667
52.6,60,-0.58773
52.6333,60,-0.7431
52.6667,60,-0.86599
52.7,60,-0.95104
52.7333,60,-0.99451
52.7667,60,-0.99453
52.8,60,-0.95108
52.8333,60,-0.86606
52.8667,60,-0.74319
52.9,60,-0.58784
52.9333,60,-0.4068
52.9667,60,-0.20798
53,60,-6.9281e-05
53.0333,60,0.20784
53.0667,60,0.40667
53.1,60,0.58773
53.1333,60,0.7431
53.1667,60,0.86599
53.2,60,0.95104
53.2333,60,0.99451
53.2667,60,0.99453
53.3,60,0.95108
53.3333,60,0.86606
53.3667,60,0.74319
53.4,60,0.58784
53.4333,60,0.4068
53.4667,60,0.20798
53.5,60,6.9934e-05
53.5333,60,-0.20784
53.5667,60,-0.40667
53.6,60,-0.58773
53.6333,60,-0.7431
53.6667,60,-0.86599
53.7,60,-0.95103
53.7333,60,-0.99451
53.7667,60,-0.99453
53.8,60,-0.95108
53.8333,60,-0.86606
53.8667,60,-0.74319
53.9,60,-0.58784
53.9333,60,-0.4068
53.9667,60,-0.20798
54,60,-7.0588e-05
54.0333,60,0.20784
54.0667,60,0.40667
54.1,60,0.58773
54.1333,60,0.7431
54.1667,60,0.86599
54.2,60,0.95103
54.2333,60,0.99451
54.2667,60,0.99453
54.3,60,0.95108
54.3333,60,0.86606
54.3667,60,0.74319
54.4,60,0.58784
54.4333,60,0.4068
54.4667,60,0.20798
54.5,60,7.1241e-05
54.5333,60,-0.20784
54.5667,60,-0.40667
54.6,60,-0.58773
54.6333,60,-0.7431
54.6667,60,-0.86599
54.7,60,-0.95103
54.7333,60,-0.99451
54.7667,60,-0.99453
54.8,60,-0.95108
54.8333,60,-0.86606
54.8667,60,-0.74319
54.9,60,-0.58784
54.9333,60,-0.4068
54.9667,60,-0.20798
55,60,-7.1895e-05
55.0333,60,0.20784
55.0667,60,0.40667
55.1,60,0.58773
55.1333,60,0.7431
55.1667,60,0.86599
55.2,60,0.95103
55.2333,60,0.99451
55.2667,60,0.99453
55.3,60,0.95108
55.3333,60,0.86606
55.3667,60,0.74319
55.4,60,0.58784
55.4333,60,0.4068
55.4667,60,0.20798
55.5,60,7.2548e-05
55.5333,60,-0.20784
55.5667,60,-0.40667
55.6,60,-0.58773
55.6333,60,-0.7431
55.6667,60,-0.86599
55.7,60,-0.95103
55.7333,60,-0.99451
55.7667,60,-0.99453
55.8,60,-0.95108
55.8333,60,-0.86606
55.8667,60,-0.74319
55.9,60,-0.58784
55.9333,60,-0.4068
55.9667,60,-0.20798
56,60,-7.3202e-05
56.0333,60,0.20784
56.0667,60,0.40667
56.1,60,0.58773
56.1333,60,0.7431
56.1667,60,0.86599
56.2,60,0.95103
56.2333,60,0.99451
56.2667,60,0.99453
56.3,60,0.95108
56.3333,60,0.86606
56.3667,60,0.74319
56.4,60,0.58784
56.4333,60,0.4068
56.4667,60,0.20798
56.5,60,7.3856e-05
56.5333,60,-0.20784
56.5667,60,-0.40667
56.6,60,-0.58773
56.6333,60,-0.7431
56.6667,60,-0.86599
56.7,60,-0.95103
56.7333,60,-0.99451
56.7667,60,-0.99453
56.8,60,-0.95108
56.8333,60,-0.86606
56.8667,60,-0.74319
56.9,60,-0.58785
56.9333,60,-0.4068
56.9667,60,-0.20798
57,60,-7.4509e-05
57.0333,60,0.20784
57.0667,60,0.40667
57.1,60,0.58772
57.1333,60,0.74309
57.1667,60,0.86599
57.2,60,0.95103
57.2333,60,0.99451
57.2667,60,0.99453
57.3,60,0.95108
57.3333,60,0.86606
57.3667,60,0.7432
57.4,60,0.58785
57.4333,60,0.40681
57.4667,60,0.20799
57.5,60,7.5163e-05
57.5333,60,-0.20784
57.5667,60,-0.40667
57.6,60,-0.58772
57.6333,60,-0.74309
57.6667,60,-0.86599
57.7,60,-0.95103
57.7333,60,-0.99451
57.7667,60,-0.99453
57.8,60,-0.95108
57.8333,60,-0.86606
57.8667,60,-0.7432
57.9,60,-0.58785
57.9333,60,-0.40681
57.9667,60,-0.20799
58,60,-7.5816e-05
58.0333,60,0.20784
58.0667,60,0.40667
58.1,60,0.58772
58.1333,60,0.74309
58.1667,60,0.86599
58.2,60,0.95103
58.2333,60,0.99451
58.2667,60,0.99453
58.3,60,0.95108
58.3333,60,0.86606
58.3667,60,0.7432
58.4,60,0.58785
58.4333,60,0.40681
58.4667,60,0.20799
58.5,60,7.647e-05
58.5333,60,-0.20784
58.5667,60,-0.40667
58.6,60,-0.58772
58.6333,60,-0.74309
58.6667,60,-0.86599
58.7,60,-0.95103
58.7333,60,-0.99451
58.7667,60,-0.99453
58.8,60,-0.95108
58.8333,60,-0.86606
58.8667,60,-0.7432
58.9,60,-0.58785
58.9333,60,-0.40681
58.9667,60,-0.20799
59,60,-7.7124e-05
59.0333,60,0.20784
59.0667,60,0.40667
59.1,60,0.58772
59.1333,60,0.74309
59.1667,60,0.86599
59.2,60,0.95103
59.2333,60,0.99451
59.2667,60,0.99453
59.3,60,0.95108
59.3333,60,0.86606
59.3667,60,0.7432
59.4,60,0.58785
59.4333,60,0.40681
59.4667,60,0.20799
59.5,60,7.7777e-05
59.5333,60,-0.20784
59.5667,60,-0.40667
59.6,60,-0.58772
59.6333,60,-0.74309
59.6667,60,-0.86599
59.7,60,-0.95103
59.7333,60,-0.99451
59.7667,60,-0.99453
59.8,60,-0.95108
59.8333,60,-0.86606
59.8667,60,-0.7432
59.9,60,-0.58785
59.9333,60,-0.40681
59.9667,60,-0.20799
60,60,-7.8431e-05
60.0333,60,0.20783
60.0667,60,0.40666
60.1,60,0.58772
60.1333,60,0.74309
60.1667,60,0.86599
60.2,60,0.95103
60.2333,60,0.99451
60.2667,60,0.99453
60.3,60,0.95108
60.3333,60,0.86606
60.3667,60,0.7432
60.4,60,0.58785
60.4333,60,0.40681
60.4667,60,0.20799
60.5,60,7.9084e-05
60.5333,60,-0.20783
60.5667,60,-0.40666
60.6,60,-0.58772
60.6333,60,-0.74309
60.6667,60,-0.86599
60.7,60,-0.95103
60.7333,60,-0.99451
60.7667,60,-0.99453
60.8,60,-0.95108
60.8333,60,-0.86607
60.8667,60,-0.7432
60.9,60,-0.58785
60.9333,60,-0.40681
60.9667,60,-0.20799
61,60,-7.9738e-05
61.0333,60,0.20783
61.0667,60,0.40666
61.1,60,0.58772
61.1333,60,0.74309
61.1667,60,0.86599
61.2,60,0.95103
61.2333,60,0.99451
61.2667,60,0.99453
61.3,60,0.95108
61.3333,60,0.86607
61.3667,60,0.7432
61.4,60,0.58785
61.4333,60,0.40681
61.4667,60,0.20799
61.5,60,8.0392e-05
61.5333,60,-0.20783
61.5667,60,-0.40666
61.6,60,-0.58772
61.6333,60,-0.74309
61.6667,60,-0.86599
61.7,60,-0.95103
61.7333,60,-0.99451
61.7667,60,-0.99453
61.8,60,-0.95108
61.8333,60,-0.86607
61.8667,60,-0.7432
61.9,60,-0.58785
61.9333,60,-0.40681
61.9667,60,-0.20799
62,60,-8.1045e-05
62.0333,60,0.20783
62.0667,60,0.40666
62.1,60,0.58772
62.1333,60,0.74309
62.1667,60,0.86598
62.2,60,0.95103
62.2333,60,0.99451
62.2667,60,0.99453
62.3,60,0.95108
62.3333,60,0.86607
62.3667,60,0.7432
62.4,60,0.58785
62.4333,60,0.40681
62.4667,60,0.20799
62.5,60,8.1699e-05
62.5333,60,-0.20783
62.5667,60,-0.40666
62.6,60,-0.58772
62.6333,60,-0.74309
62.6667,60,-0.86598
62.7,60,-0.95103
62.7333,60,-0.99451
62.7667,60,-0.99453
62.8,60,-0.95108
62.8333,60,-0.86607
62.8667,60,-0.7432
62.9,60,-0.58785
62.9333,60,-0.40681
62.9667,60,-0.20799
63,60,-8.2352e-05
63.0333,60,0.20783
63.0667,60,0.40666
63.1,60,0.58772
63.1333,60,0.74309
63.1667,60,0.86598
63.2,60,0.95103
63.2333,60,0.99451
63.2667,60,0.99453
63.3,60,0.95108
63.3333,60,0.86607
63.3667,60,0.7432
63.4,60,0.58785
63.4333,60,0.40681
63.4667,60,0.20799
63.5,60,8.3006e-05
63.5333,60,-0.20783
63.5667,60,-0.40666
63.6,60,-0.58772
63.6333,60,-0.74309
63.6667,60,-0.86598
63.7,60,-0.95103
63.7333,60,-0.99451
63.7667,60,-0.99453
63.8,60,-0.95108
63.8333,60,-0.86607
63.8667,60,-0.7432
63.9,60,-0.58785
63.9333,60,-0.40681
63.9667,60,-0.20799
64,60,-8.3659e-05
64.0333,60,0.20783
64.0667,60,0.40666
64.1,60,0.58772
64.1333,60,0.74309
64.1667,60,0.86598
64.2,60,0.95103
64.2333,60,0.99451
64.2667,60,0.99453
64.3,60,0.95108
64.3333,60,0.86607
64.3667,60,0.7432
64.4,60,0.58785
64.4333,60,0.40681
64.4667,60,0.20799
64.5,60,8.4313e-05
64.5333,60,-0.20783
64.5667,60,-0.40666
64.6,60,-0.58772
64.6333,60,-0.74309
64.6667,60,-0.86598
64.7,60,-0.95103
64.7333,60,-0.99451
64.7667,60,-0.99453
64.8,60,-0.95108
64.8333,60,-0.86607
64.8667,60,-0.7432
64.9,60,-0.58785
64.9333,60,-0.40681
64.9667,60,-0.20799
65,60,-8.4967e-05
65.0333,60,0.20783
65.0667,60,0.40666
65.1,60,0.58772
65.1333,60,0.74309
65.1667,60,0.86598
65.2,60,0.95103
65.2333,60,0.99451
65.2667,60,0.99453
65.3,60,0.95108
65.3333,60,0.86607
65.3667,60,0.7432
65.4,60,0.58785
65.4333,60,0.40681
65.4667,60,0.208
65.5,60,8.562e-05
65.5333,60,-0.20783
65.5667,60,-0.40666
65.6,60,-0.58772
65.6333,60,-0.74309
65.6667,60,-0.86598
65.7,60,-0.95103
65.7333,60,-0.99451
65.7667,60,-0.99453
65.8,60,-0.95108
65.8333,60,-0.86607
65.8667,60,-0.7432
65.9,60,-0.58785
65.9333,60,-0.40682
65.9667,60,-0.208
66,60,-8.6274e-05
66.0333,60,0.20783
66.0667,60,0.40666
66.1,60,0.58772
66.1333,60,0.74309
66.1667,60,0.86598
66.2,60,0.95103
66.2333,60,0.99451
66.2667,60,0.99453
66.3,60,0.95108
66.3333,60,0.86607
66.3667,60,0.7432
66.4,60,0.58786
66.4333,60,0.40682
66.4667,60,0.208
66.5,60,8.6927e-05
66.5333,60,-0.20783
66.5667,60,-0.40666
66.6,60,-0.58771
66.6333,60,-0.74309
66.6667,60,-0.86598
66.7,60,-0.95103
66.7333,60,-0.99451
66.7667,60,-0.99453
66.8,60,-0.95108
66.8333,60,-0.86607
66.8667,60,-0.7432
66.9,60,-0.58786
66.9333,60,-0.40682
66.9667,60,-0.208
67,60,-8.7581e-05
67.0333,60,0.20783
67.0667,60,0.40666
67.1,60,0.58771
67.1333,60,0.74309
67.1667,60,0.86598
67.2,60,0.95103
67.2333,60,0.99451
67.2667,60,0.99453
67.3,60,0.95108
67.3333,60,0.86607
67.3667,60,0.7432
67.4,60,0.58786
67.4333,60,0.40682
67.4667,60,0.208
67.5,60,8.8235e-05
67.5333,60,-0.20783
67.5667,60,-0.40666
67.6,60,-0.58771
67.6333,60,-0.74309
67.6667,60,-0.86598
67.7,60,-0.95103
67.7333,60,-0.99451
67.7667,60,-0.99453
67.8,60,-0.95108
67.8333,60,-0.86607
67.8667,60,-0.7432
67.9,60,-0.58786
67.9333,60,-0.40682
67.9667,60,-0.208
68,60,-8.8888e-05
68.0333,60,0.20782
68.0667,60,0.40666
68.1,60,0.58771
68.1333,60,0.74309
68.1667,60,0.86598
68.2,60,0.95103
68.2333,60,0.99451
68.2667,60,0.99453
68.3,60,0.95108
68.3333,60,0.86607
68.3667,60,0.7432
68.4,60,0.58786
68.4333,60,0.40682
68.4667,60,0.208
68.5,60,8.9542e-05
68.5333,60,-0.20782
68.5667,60,-0.40665
68.6,60,-0.58771
68.6333,60,-0.74308
68.6667,60,-0.86598
68.7,60,-0.95103
68.7333,60,-0.99451
68.7667,60,-0.99453
68.8,60,-0.95108
68.8333,60,-0.86607
68.8667,60,-0.74321
68.9,60,-0.58786
68.9333,60,-0.40682
68.9667,60,-0.208
69,60,-9.0195e-05
69.0333,60,0.20782
69.0667,60,0.40665
69.1,60,0.58771
69.1333,60,0.74308
69.1667,60,0.86598
69.2,60,0.95103
69.2333,60,0.99451
69.2667,60,0.99453
69.3,60,0.95108
69.3333,60,0.86607
69.3667,60,0.74321
69.4,60,0.58786
69.4333,60,0.40682
69.4667,60,0.208
69.5,60,9.0849e-05
69.5333,60,-0.20782
69.5667,60,-0.40665
69.6,60,-0.58771
69.6333,60,-0.74308
69.6667,60,-0.86598
69.7,60,-0.95103
69.7333,60,-0.99451
69.7667,60,-0.99453
69.8,60,-0.95108
69.8333,60,-0.86607
69.8667,60,-0.74321
69.9,60,-0.58786
69.9333,60,-0.40682
69.9667,60,-0.208
70,60,-9.1503e-05
70.0333,60,0.20782
70.0667,60,0.40665
70.1,60,0.58771
70.1333,60,0.74308
70.1667,60,0.86598
70.2,60,0.95103
70.2333,60,0.99451
70.2667,60,0.99453
70.3,60,0.95108
70.3333,60,0.86607
70.3667,60,0.74321
70.4,60,0.58786
70.4333,60,0.40682
70.4667,60,0.208
70.5,60,9.2156e-05
70.5333,60,-0.20782
70.5667,60,-0.40665
70.6,60,-0.58771
70.6333,60,-0.74308
70.6667,60,-0.86598
70.7,60,-0.95103
70.7333,60,-0.99451
70.7667,60,-0.99453
70.8,60,-0.95109
70.8333,60,-0.86607
70.8667,60,-0.74321
70.9,60,-0.58786
70.9333,60,-0.40682
70.9667,60,-0.208
71,60,-9.281e-05
71.0333,60,0.20782
71.0667,60,0.40665
71.1,60,0.58771
71.1333,60,0.74308
71.1667,60,0.86598
71.2,60,0.95103
71.2333,60,0.99451
71.2667,60,0.99453
71.3,60,0.95109
71.3333,60,0.86607
71.3667,60,0.74321
71.4,60,0.58786
71.4333,60,0.40682
71.4667,60,0.208
71.5,60,9.3463e-05
71.5333,60,-0.20782
71.5667,60,-0.40665
71.6,60,-0.58771
71.6333,60,-0.74308
71.6667,60,-0.86598
71.7,60,-0.95103
71.7333,60,-0.99451
71.7667,60,-0.99453
71.8,60,-0.95109
71.8333,60,-0.86607
71.8667,60,-0.74321
71.9,60,-0.58786
71.9333,60,-0.40682
71.9667,60,-0.208
72,60,-9.4117e-05
72.0333,60,0.20782
72.0667,60,0.40665
72.1,60,0.58771
72.1333,60,0.74308
72.1667,60,0.86598
72.2,60,0.95103
72.2333,60,0.99451
72.2667,60,0.99453
72.3,60,0.95109
72.3333,60,0.86607
72.3667,60,0.74321
72.4,60,0.58786
72.4333,60,0.40682
72.4667,60,0.208
72.5,60,9.4771e-05
72.5333,60,-0.20782
72.5667,60,-0.40665
72.6,60,-0.58771
72.6333,60,-0.74308
72.6667,60,-0.86598
72.7,60,-0.95103
72.7333,60,-0.99451
72.7667,60,-0.99453
72.8,60,-0.95109
72.8333,60,-0.86607
72.8667,60,-0.74321
72.9,60,-0.58786
72.9333,60,-0.40682
72.9667,60,-0.208
73,60,-9.5424e-05
73.0333,60,0.20782
73.0667,60,0.40665
73.1,60,0.58771
73.1333,60,0.74308
73.1667,60,0.86598
73.2,60,0.95103
73.2333,60,0.99451
73.2667,60,0.99453
73.3,60,0.95109
73.3333,60,0.86607
73.3667,60,0.74321
73.4,60,0.58786
73.4333,60,0.40682
73.4667,60,0.20801
73.5,60,9.6078e-05
73.5333,60,-0.20782
73.5667,60,-0.40665
73.6,60,-0.58771
73.6333,60,-0.74308
73.6667,60,-0.86598
73.7,60,-0.95103
73.7333,60,-0.99451
73.7667,60,-0.99453
73.8,60,-0.95109
73.8333,60,-0.86607
73.8667,60,-0.74321
73.9,60,-0.58786
73.9333,60,-0.40682
73.9667,60,-0.20801
74,60,-9.6731e-05
74.0333,60,0.20782
74.0667,60,0.40665
74.1,60,0.58771
74.1333,60,0.74308
74.1667,60,0.86598
74.2,60,0.95103
74.2333,60,0.99451
74.2667,60,0.99453
74.3,60,0.95109
74.3333,60,0.86607
74.3667,60,0.74321
74.4,60,0.58786
74.4333,60,0.40683
74.4667,60,0.20801
74.5,60,9.7385e-05
74.5333,60,-0.20782
74.5667,60,-0.40665
74.6,60,-0.58771
74.6333,60,-0.74308
74.6667,60,-0.86598
74.7,60,-0.95103
74.7333,60,-0.99451
74.7667,60,-0.99453
74.8,60,-0.95109
74.8333,60,-0.86607
74.8667,60,-0.74321
74.9,60,-0.58786
74.9333,60,-0.40683
74.9667,60,-0.20801
75,60,-9.8038e-05
75.0333,60,0.20782
75.0667,60,0.40665
75.1,60,0.58771
75.1333,60,0.74308
75.1667,60,0.86598
75.2,60,0.95103
75.2333,60,0.99451
75.2667,60,0.99453
75.3,60,0.95109
75.3333,60,0.86607
75.3667,60,0.74321
75.4,60,0.58786
75.4333,60,0.40683
75.4667,60,0.20801
75.5,60,9.8692e-05
75.5333,60,-0.20782
75.5667,60,-0.40665
75.6,60,-0.58771
75.6333,60,-0.74308
75.6667,60,-0.86598
75.7,60,-0.95103
75.7333,60,-0.99451
75.7667,60,-0.99453
75.8,60,-0.95109
75.8333,60,-0.86607
75.8667,60,-0.74321
75.9,60,-0.58787
